,Incident Year,Incident Month,Incident Day,Operator ID,Operator,Aircraft,Airport ID,Airport,State,Flight Phase,Visibility,Height,Speed,Distance,Species ID,Species Name,Species Quantity,Flight Impact,incident_date,Birdstrikes_N,name,elevation_ft,municipality,coordinates,long,lat,zipcode
11457,2010,8,10,GLA,GREAT LAKES AIRLINES,BE-1900,KPUB,PUEBLO MEMORIAL ARPT,CO,CLIMB,DAWN,50.0,125.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-10,7,Pueblo Memorial Airport,4726.0,Pueblo,"-104.49700164794922, 38.289100646972656",-104.49700164794922, 38.289100646972656,81001
5534,2010,8,11,ACA,AIR CANADA,EMB-170,KEWR,NEWARK LIBERTY INTL ARPT,NJ,APPROACH,DAY,600.0,135.0,2.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-11,170,Newark Liberty International Airport,18.0,Newark,"-74.168701171875, 40.692501068115234",-74.168701171875, 40.692501068115234,7114
6303,2010,8,11,UPS,UPS AIRLINES,A-300,KSDF,LOUISVILLE INTL ARPT-STANDIFORD FIELD,KY,APPROACH,NIGHT,3500.0,190.0,8.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-11,444,Louisville Muhammad Ali International Airport,501.0,Louisville,"-85.736, 38.1744",-85.736, 38.1744,40213
6302,2010,8,11,UPS,UPS AIRLINES,B-767-300,KSDF,LOUISVILLE INTL ARPT-STANDIFORD FIELD,KY,DESCENT,NIGHT,8500.0,250.0,20.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-11,444,Louisville Muhammad Ali International Airport,501.0,Louisville,"-85.736, 38.1744",-85.736, 38.1744,40213
10769,2010,8,11,COM,COMAIR AIRLINES,CRJ100/200,KCLE,CLEVELAND-HOPKINS INTL ARPT,OH,APPROACH,DAY,100.0,140.0,0.0,YI005,BARN SWALLOW,1,NONE,2010-08-11,124,Cleveland Hopkins International Airport,791.0,Cleveland,"-81.8498001099, 41.4117012024",-81.8498001099, 41.4117012024,44135
368,2010,8,11,SWA,SOUTHWEST AIRLINES,B-737-300,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,TAKEOFF RUN,DAY,0.0,100.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-11,233,Baltimore/Washington International Thurgood Marshall Airport,146.0,Baltimore,"-76.668297, 39.1754",-76.668297, 39.1754,21240
7702,2010,8,11,PVT,PRIVATELY OWNED,BE-36,KORL,EXECUTIVE ARPT,FL,LANDING ROLL,DAY,0.0,70.0,0.0,O22,DOVE,2-10,NONE,2010-08-11,11,Orlando Executive Airport,113.0,Orlando,"-81.332901, 28.5455",-81.332901, 28.5455,32803
367,2010,8,11,SWA,SOUTHWEST AIRLINES,B-737-700,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,CLIMB,NIGHT,2000.0,195.0,4.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-11,233,Baltimore/Washington International Thurgood Marshall Airport,146.0,Baltimore,"-76.668297, 39.1754",-76.668297, 39.1754,21240
11310,2010,8,11,1ASQ,ATLANTIC SOUTHEAST,CRJ700,KPHF,NEWPORT NEWS/WILLIAMSBURG INTL,VA,LANDING ROLL,DAY,0.0,40.0,0.0,O2205,MOURNING DOVE,2-10,NONE,2010-08-11,31,Newport News Williamsburg International Airport,42.0,Newport News,"-76.49299622, 37.13190079",-76.49299622, 37.13190079,23602
5808,2010,8,11,SWA,SOUTHWEST AIRLINES,B-737-700,KBNA,NASHVILLE INTL,TN,APPROACH,DAY,3000.0,180.0,4.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-08-11,272,Nashville International Airport,599.0,Nashville,"-86.6781997680664, 36.1245002746582",-86.6781997680664, 36.1245002746582,37214
7019,2010,8,11,LOF,TRANS STATES AIRLINES,EMB-145,KMDT,HARRISBURG INTL,PA,TAKEOFF RUN,DAY,0.0,121.0,0.0,YI003,BANK SWALLOW,2-10,NONE,2010-08-11,102,Harrisburg International Airport,310.0,Harrisburg,"-76.7633972168, 40.1935005188",-76.7633972168, 40.1935005188,17057
7120,2010,8,11,JBU,JETBLUE AIRWAYS,A-320,KLGB,LONG BEACH-DAUGH FLD,CA,LANDING ROLL,DAY,0.0,50.0,0.0,K5114,AMERICAN KESTREL,1,NONE,2010-08-11,54,Long Beach /Daugherty Field/ Airport,60.0,Long Beach,"-118.1520004, 33.81769943",-118.1520004, 33.81769943,90807
6149,2010,8,11,UPS,UPS AIRLINES,A-300,KSAT,SAN ANTONIO INTL,TX,CLIMB,DAY,1500.0,170.0,2.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-11,136,San Antonio International Airport,809.0,San Antonio,"-98.469803, 29.533701",-98.469803, 29.533701,78216
8328,2010,8,11,SWA,SOUTHWEST AIRLINES,B-737-300,KPHL,PHILADELPHIA INTL,PA,LANDING ROLL,DAY,0.0,110.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-11,375,Philadelphia International Airport,36.0,Philadelphia,"-75.24109649658203, 39.87189865112305",-75.24109649658203, 39.87189865112305,19113
9999,2010,8,12,RPA,REPUBLIC AIRLINES,EMB-190,KOMA,EPPLEY AIRFIELD,NE,APPROACH,NIGHT,30.0,130.0,0.0,N5111,KILLDEER,1,NONE,2010-08-12,171,Eppley Airfield,984.0,Omaha,"-95.894096, 41.3032",-95.894096, 41.3032,68110
10770,2010,8,12,BTA,EXPRESSJET (CONTINENTAL EXPRS),EMB-145,KCLE,CLEVELAND-HOPKINS INTL ARPT,OH,APPROACH,DAY,10.0,135.0,0.0,YI005,BARN SWALLOW,2-10,NONE,2010-08-12,124,Cleveland Hopkins International Airport,791.0,Cleveland,"-81.8498001099, 41.4117012024",-81.8498001099, 41.4117012024,44135
10771,2010,8,12,SWA,SOUTHWEST AIRLINES,B-737-700,KCLE,CLEVELAND-HOPKINS INTL ARPT,OH,APPROACH,DAY,50.0,135.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-12,124,Cleveland Hopkins International Airport,791.0,Cleveland,"-81.8498001099, 41.4117012024",-81.8498001099, 41.4117012024,44135
11268,2010,8,12,SKW,SKYWEST AIRLINES,CRJ100/200,KRAP,RAPID CITY REGIONAL,SD,TAKEOFF RUN,DAY,0.0,110.0,0.0,ZX3,SPARROW,1,ABORTED TAKEOFF,2010-08-12,5,Rapid City Regional Airport,3204.0,Rapid City,"-103.05699920654297, 44.0452995300293",-103.05699920654297, 44.0452995300293,57703
8861,2010,8,12,BUS,BUSINESS,GULFAERO IV,KGON,GROTON-NEW LONDON AR,CT,LANDING ROLL,DAY,0.0,120.0,0.0,ZX3,SPARROW,1,NONE,2010-08-12,22,Groton New London Airport,9.0,Groton (New London),"-72.04509735107422, 41.330101013183594",-72.04509735107422, 41.330101013183594,6340
6304,2010,8,12,UPS,UPS AIRLINES,B-757-200,KSDF,LOUISVILLE INTL ARPT-STANDIFORD FIELD,KY,APPROACH,NIGHT,4500.0,214.0,5.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-12,444,Louisville Muhammad Ali International Airport,501.0,Louisville,"-85.736, 38.1744",-85.736, 38.1744,40213
11809,2010,8,12,BUS,BUSINESS,C-441 CONQUE,KGWR,GWINNER-ROGER MELROE FIELD ARPT,ND,CLIMB,DAY,10.0,120.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-12,1,Gwinner Roger Melroe Field,1266.0,Gwinner,"-97.64320373535156, 46.21870040893555",-97.64320373535156, 46.21870040893555,58040
31,2010,8,12,TRS,AIRTRAN AIRWAYS,B-717-200,KMCO,ORLANDO INTL,FL,APPROACH,DAY,20.0,145.0,0.0,YI005,BARN SWALLOW,2-10,NONE,2010-08-12,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827
708,2010,8,13,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,5.0,130.0,0.0,UNKB,UNKNOWN BIRD,1,NONE,2010-08-13,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837
369,2010,8,13,SWA,SOUTHWEST AIRLINES,B-737-300,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,TAKEOFF RUN,NIGHT,0.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-13,233,Baltimore/Washington International Thurgood Marshall Airport,146.0,Baltimore,"-76.668297, 39.1754",-76.668297, 39.1754,21240
9525,2010,8,13,BUS,BUSINESS,CIRRUS SR 20/22,KSFB,ORLANDO SANFORD INTL ARPT,FL,CLIMB,DAY,50.0,85.0,0.0,YL001,EUROPEAN STARLING,1,NONE,2010-08-13,107,Orlando Sanford International Airport,55.0,Orlando,"-81.23750305175781, 28.777599334716797",-81.23750305175781, 28.777599334716797,32773
32,2010,8,13,TRS,AIRTRAN AIRWAYS,B-717-200,KMCO,ORLANDO INTL,FL,APPROACH,NIGHT,50.0,130.0,0.0,N5111,KILLDEER,1,NONE,2010-08-13,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827
6821,2010,8,13,DAL,DELTA AIR LINES,DC-9-40,KDTW,DETROIT METRO WAYNE COUNTY ARPT,MI,TAKEOFF RUN,DAY,0.0,100.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-08-13,40,Detroit Metropolitan Wayne County Airport,645.0,Detroit,"-83.35340118408203, 42.212398529052734",-83.35340118408203, 42.212398529052734,48242
10772,2010,8,13,BTA,EXPRESSJET (CONTINENTAL EXPRS),EMB-145,KCLE,CLEVELAND-HOPKINS INTL ARPT,OH,APPROACH,DAY,30.0,130.0,0.0,YI005,BARN SWALLOW,1,NONE,2010-08-13,124,Cleveland Hopkins International Airport,791.0,Cleveland,"-81.8498001099, 41.4117012024",-81.8498001099, 41.4117012024,44135
7549,2010,8,13,JBU,JETBLUE AIRWAYS,A-320,KORD,CHICAGO O'HARE INTL ARPT,IL,CLIMB,DAY,50.0,170.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-08-13,167,Chicago O'Hare International Airport,672.0,Chicago,"-87.9048, 41.9786",-87.9048, 41.9786,60018
6305,2010,8,13,UPS,UPS AIRLINES,A-300,KSDF,LOUISVILLE INTL ARPT-STANDIFORD FIELD,KY,APPROACH,NIGHT,3300.0,240.0,10.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-08-13,444,Louisville Muhammad Ali International Airport,501.0,Louisville,"-85.736, 38.1744",-85.736, 38.1744,40213
7788,2010,8,13,SWA,SOUTHWEST AIRLINES,B-737-700,KTPA,TAMPA INTL,FL,APPROACH,NIGHT,30.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-13,86,Tampa International Airport,26.0,Tampa,"-82.533203125, 27.975500106811523",-82.533203125, 27.975500106811523,33607
7872,2010,8,13,ACA,AIR CANADA,EMB-170,KBOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,TAKEOFF RUN,DAY,0.0,120.0,0.0,N5105,BLACK-BELLIED PLOVER,2-10,NONE,2010-08-13,145,General Edward Lawrence Logan International Airport,20.0,Boston,"-71.00520325, 42.36429977",-71.00520325, 42.36429977,2128
7715,2010,8,14,SWA,SOUTHWEST AIRLINES,B-737-300,KCMH,PORT COLUMBUS INTL,OH,TAKEOFF RUN,DAY,0.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE,2010-08-14,71,John Glenn Columbus International Airport,815.0,Columbus,"-82.891899, 39.998001",-82.891899, 39.998001,43219
3213,2010,8,14,SWA,SOUTHWEST AIRLINES,B-737-700,KOAK,METRO OAKLAND INTL,CA,DESCENT,NIGHT,7000.0,250.0,30.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-08-14,132,Metropolitan Oakland International Airport,9.0,Oakland,"-122.221001, 37.721298",-122.221001, 37.721298,94621
710,2010,8,14,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,TAKEOFF RUN,DAY,0.0,130.0,0.0,YI009,CLIFF SWALLOW,1,PRECAUTIONARY LANDING,2010-08-14,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837
6822,2010,8,14,DAL,DELTA AIR LINES,B-757-200,KDTW,DETROIT METRO WAYNE COUNTY ARPT,MI,LANDING ROLL,NIGHT,0.0,130.0,0.0,N5111,KILLDEER,2-10,NONE,2010-08-14,40,Detroit Metropolitan Wayne County Airport,645.0,Detroit,"-83.35340118408203, 42.212398529052734",-83.35340118408203, 42.212398529052734,48242
3529,2010,8,14,COM,COMAIR AIRLINES,CRJ100/200,KCVG,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,APPROACH,DAY,50.0,142.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-14,62,Cincinnati Northern Kentucky International Airport,896.0,Cincinnati / Covington,"-84.667801, 39.048801",-84.667801, 39.048801,41042
3212,2010,8,14,SWA,SOUTHWEST AIRLINES,B-737-300,KOAK,METRO OAKLAND INTL,CA,CLIMB,DAY,50.0,148.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-14,132,Metropolitan Oakland International Airport,9.0,Oakland,"-122.221001, 37.721298",-122.221001, 37.721298,94621
2041,2010,8,14,SWA,SOUTHWEST AIRLINES,B-737-300,KSAN,SAN DIEGO INTL,CA,APPROACH,DAY,50.0,135.0,0.0,ZX3,SPARROW,1,NONE,2010-08-14,45,San Diego International Airport,17.0,San Diego,"-117.190002441, 32.7336006165",-117.190002441, 32.7336006165,92101
370,2010,8,14,SWA,SOUTHWEST AIRLINES,B-737-500,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,APPROACH,DAY,100.0,134.0,1.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE,2010-08-14,233,Baltimore/Washington International Thurgood Marshall Airport,146.0,Baltimore,"-76.668297, 39.1754",-76.668297, 39.1754,21240
709,2010,8,14,HAL,HAWAIIAN AIR,B-767-300,KSMF,SACRAMENTO INTL,CA,LANDING ROLL,NIGHT,0.0,140.0,0.0,R1101,BARN OWL,1,NONE,2010-08-14,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837
7789,2010,8,15,SWA,SOUTHWEST AIRLINES,B-737-300,KTPA,TAMPA INTL,FL,LANDING ROLL,DAY,0.0,120.0,0.0,ZT1,BLACKBIRD,1,NONE,2010-08-15,86,Tampa International Airport,26.0,Tampa,"-82.533203125, 27.975500106811523",-82.533203125, 27.975500106811523,33607
1618,2010,8,15,BTA,EXPRESSJET (CONTINENTAL EXPRS),EMB-145,KJAX,JACKSONVILLE INTL,FL,APPROACH,DAY,55.0,133.0,0.0,YI005,BARN SWALLOW,2-10,NONE,2010-08-15,87,Jacksonville International Airport,30.0,Jacksonville,"-81.68789672851562, 30.49410057067871",-81.68789672851562, 30.49410057067871,32218
1620,2010,8,15,SWA,SOUTHWEST AIRLINES,B-737-300,KJAX,JACKSONVILLE INTL,FL,TAKEOFF RUN,DAY,0.0,139.0,0.0,N5111,KILLDEER,1,NONE,2010-08-15,87,Jacksonville International Airport,30.0,Jacksonville,"-81.68789672851562, 30.49410057067871",-81.68789672851562, 30.49410057067871,32218
8021,2010,8,15,TCF,SHUTTLE AMERICA,EMB-170,KPIT,PITTSBURGH INTL ARPT,PA,CLIMB,DAY,50.0,140.0,0.0,O2205,MOURNING DOVE,1,NONE,2010-08-15,97,Pittsburgh International Airport,1203.0,Pittsburgh,"-80.23290253, 40.49150085",-80.23290253, 40.49150085,15108
7873,2010,8,15,AAL,AMERICAN AIRLINES,B-757-200,KBOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,APPROACH,DAY,50.0,130.0,0.0,YI005,BARN SWALLOW,2-10,NONE,2010-08-15,145,General Edward Lawrence Logan International Airport,20.0,Boston,"-71.00520325, 42.36429977",-71.00520325, 42.36429977,2128
1619,2010,8,15,JBU,JETBLUE AIRWAYS,EMB-190,KJAX,JACKSONVILLE INTL,FL,APPROACH,DAY,50.0,130.0,0.0,YI005,BARN SWALLOW,1,NONE,2010-08-15,87,Jacksonville International Airport,30.0,Jacksonville,"-81.68789672851562, 30.49410057067871",-81.68789672851562, 30.49410057067871,32218
10774,2010,8,15,COA,CONTINENTAL AIRLINES,B-737-900,KCLE,CLEVELAND-HOPKINS INTL ARPT,OH,LANDING ROLL,DAY,0.0,80.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-15,124,Cleveland Hopkins International Airport,791.0,Cleveland,"-81.8498001099, 41.4117012024",-81.8498001099, 41.4117012024,44135
9967,2010,8,15,SKW,SKYWEST AIRLINES,CRJ700,KRNO,RENO TAHOE INTL,NV,APPROACH,DAY,10.0,130.0,0.0,O2111,ROCK PIGEON,2-10,NONE,2010-08-15,24,Reno Tahoe International Airport,4415.0,Reno,"-119.76799774169922, 39.49909973144531",-119.76799774169922, 39.49909973144531,89502
11810,2010,8,15,BUS,BUSINESS,PA-44 SEMINOLE,KAVP,WILKES-BARRE/SCRANTON INTL,PA,LANDING ROLL,DUSK,0.0,35.0,0.0,K3502,NORTHERN HARRIER,1,PRECAUTIONARY LANDING,2010-08-15,8,Wilkes Barre Scranton International Airport,962.0,Wilkes-Barre/Scranton,"-75.72339630130001, 41.338500976599995",-75.72339630130001, 41.338500976599995,18641
11818,2010,8,15,TRS,AIRTRAN AIRWAYS,B-717-200,KFNT,BISHOP INTL ARPT,MI,TAKEOFF RUN,DAY,0.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-15,15,Bishop International Airport,782.0,Flint,"-83.74359893798828, 42.96540069580078",-83.74359893798828, 42.96540069580078,48507
11175,2010,8,15,LOF,TRANS STATES AIRLINES,EMB-145,KMLI,QUAD CITY ARPT,IL,APPROACH,NIGHT,40.0,133.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-15,25,Quad City International Airport,590.0,Moline,"-90.50749969482422, 41.44850158691406",-90.50749969482422, 41.44850158691406,61265
10773,2010,8,15,CHQ,CHAUTAUQUA AIRLINES,EMB-145,KCLE,CLEVELAND-HOPKINS INTL ARPT,OH,LANDING ROLL,DAY,0.0,100.0,0.0,ZT001,EASTERN MEADOWLARK,1,NONE,2010-08-15,124,Cleveland Hopkins International Airport,791.0,Cleveland,"-81.8498001099, 41.4117012024",-81.8498001099, 41.4117012024,44135
9733,2010,8,16,SKW,SKYWEST AIRLINES,CRJ100/200,KMSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,TAKEOFF RUN,DAY,0.0,120.0,0.0,O2111,ROCK PIGEON,2-10,ABORTED TAKEOFF,2010-08-16,131,Minneapolis-St Paul International/Wold-Chamberlain Airport,841.0,Minneapolis,"-93.221802, 44.882",-93.221802, 44.882,55450
11836,2010,8,16,GLA,GREAT LAKES AIRLINES,BE-1900,KSDY,SIDNEY-RICHLAND MUNICIPAL ARPT,MT,LANDING ROLL,NIGHT,0.0,100.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-16,1,Sidney - Richland Regional Airport,1985.0,Sidney,"-104.193001, 47.706902",-104.193001, 47.706902,59270
9693,2010,8,16,SKW,SKYWEST AIRLINES,CRJ100/200,KLNK,LINCOLN ARPT,NE,CLIMB,DUSK,10.0,120.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-16,23,Lincoln Airport,1219.0,Lincoln,"-96.75920104980469, 40.85100173950195",-96.75920104980469, 40.85100173950195,68524
11833,2010,8,16,PVT,PRIVATELY OWNED,EXPERIMENTAL,KLPR,LORAIN COUNTY REGIONAL ARPT,OH,LANDING ROLL,DAY,0.0,100.0,0.0,NE104,RING-BILLED GULL,1,NONE,2010-08-16,3,Lorain County Regional Airport,793.0,Lorain/Elyria,"-82.17759705, 41.34429932",-82.17759705, 41.34429932,44035
8896,2010,8,16,SWA,SOUTHWEST AIRLINES,B-737-700,KMDW,CHICAGO MIDWAY INTL ARPT,IL,APPROACH,DAY,150.0,150.0,2.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-16,174,Chicago Midway International Airport,620.0,Chicago,"-87.752403, 41.785999",-87.752403, 41.785999,60638
1621,2010,8,16,EGF,AMERICAN EAGLE AIRLINES,EMB-145,KJAX,JACKSONVILLE INTL,FL,APPROACH,DUSK,10.0,130.0,0.0,YI005,BARN SWALLOW,1,NONE,2010-08-16,87,Jacksonville International Airport,30.0,Jacksonville,"-81.68789672851562, 30.49410057067871",-81.68789672851562, 30.49410057067871,32218
7874,2010,8,16,KAP,CAPE AIR,C-402,KBOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,TAKEOFF RUN,DAY,0.0,80.0,0.0,YL001,EUROPEAN STARLING,1,NONE,2010-08-16,145,General Edward Lawrence Logan International Airport,20.0,Boston,"-71.00520325, 42.36429977",-71.00520325, 42.36429977,2128
3438,2010,8,16,COM,COMAIR AIRLINES,CRJ100/200,KRDU,RALEIGH-DURHAM INTL,NC,TAKEOFF RUN,DAY,0.0,145.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-16,89,Raleigh Durham International Airport,435.0,Raleigh/Durham,"-78.7874984741211, 35.877601623535156",-78.7874984741211, 35.877601623535156,27560
11837,2010,8,16,BUS,BUSINESS,CL-600,KLCI,LACONIA MUNICIPAL,NH,TAKEOFF RUN,DAY,0.0,130.0,0.0,K33,HAWK,1,NONE,2010-08-16,2,Laconia Municipal Airport,545.0,Laconia,"-71.4188995361, 43.5727005005",-71.4188995361, 43.5727005005,3249
11839,2010,8,17,BUS,BUSINESS,C-172,KRVS,RICHARD LLOYD JONES JR ARPT,OK,CLIMB,DAY,20.0,65.0,0.0,O2205,MOURNING DOVE,2-10,NONE,2010-08-17,18,Richard Lloyd Jones Jr Airport,638.0,Tulsa,"-95.984596252441, 36.039600372314",-95.984596252441, 36.039600372314,74132
8225,2010,8,17,RYA,RYAN AIR SERVICES,CASA C-212,PABE,BETHEL ARPT,AK,LANDING ROLL,DAY,0.0,60.0,0.0,ZX304,FOX SPARROW,1,NONE,2010-08-17,3,Bethel Airport,126.0,Bethel,"-161.8379974, 60.77980042",-161.8379974, 60.77980042,99559
7425,2010,8,17,SWA,SOUTHWEST AIRLINES,B-737-300,KBUF,BUFFALO-NIAGARA INTL,NY,CLIMB,DAWN,10.0,135.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-17,79,Buffalo Niagara International Airport,728.0,Buffalo,"-78.73220062, 42.94049835",-78.73220062, 42.94049835,14225
11857,2010,8,17,BUS,BUSINESS,PIAGGIO P180,KMKC,CHARLES B WHEELER DOWNTOWN ARPT,MO,LANDING ROLL,DAY,0.0,95.0,0.0,YI012,NORTHERN ROUGH-WINGED SWALLOW,1,NONE,2010-08-17,13,Charles B. Wheeler Downtown Airport,759.0,Kansas City,"-94.5927963256836, 39.123199462890625",-94.5927963256836, 39.123199462890625,64116
11547,2010,8,17,BTA,EXPRESSJET (CONTINENTAL EXPRS),EMB-145,KPNS,PENSACOLA INTL ARPT,FL,CLIMB,DAY,10.0,140.0,0.0,O22,DOVE,1,NONE,2010-08-17,36,Pensacola International Airport,121.0,Pensacola,"-87.1866, 30.4734",-87.1866, 30.4734,32504
6869,2010,8,17,SKW,SKYWEST AIRLINES,CRJ700,KLAX,LOS ANGELES INTL,CA,LANDING ROLL,DAY,0.0,120.0,0.0,K5114,AMERICAN KESTREL,1,NONE,2010-08-17,128,Los Angeles International Airport,125.0,Los Angeles,"-118.407997, 33.942501",-118.407997, 33.942501,90045
6306,2010,8,17,UPS,UPS AIRLINES,MD-11,KSDF,LOUISVILLE INTL ARPT-STANDIFORD FIELD,KY,APPROACH,NIGHT,1000.0,160.0,3.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-17,444,Louisville Muhammad Ali International Airport,501.0,Louisville,"-85.736, 38.1744",-85.736, 38.1744,40213
711,2010,8,17,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,TAKEOFF RUN,DAY,0.0,135.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE,2010-08-17,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837
11432,2010,8,17,AWI,AIR WISCONSIN AIRLINES,CRJ100/200,KAVL,ASHEVILLE REGIONAL ARPT,NC,TAKEOFF RUN,DAY,0.0,150.0,0.0,UNKB,UNKNOWN BIRD,1,NONE,2010-08-17,18,Asheville Regional Airport,2165.0,Asheville,"-82.541801, 35.436199",-82.541801, 35.436199,28732
10775,2010,8,17,FLG*,PINNACLE,CRJ100/200,KCLE,CLEVELAND-HOPKINS INTL ARPT,OH,LANDING ROLL,DAY,0.0,170.0,0.0,YI005,BARN SWALLOW,1,NONE,2010-08-17,124,Cleveland Hopkins International Airport,791.0,Cleveland,"-81.8498001099, 41.4117012024",-81.8498001099, 41.4117012024,44135
11023,2010,8,17,FDX,FEDEX EXPRESS,DC-10-10,KLCK,RICKENBACKER INTL,OH,LANDING ROLL,DAY,0.0,80.0,0.0,YI005,BARN SWALLOW,1,NONE,2010-08-17,26,Rickenbacker International Airport,744.0,Columbus,"-82.927803, 39.813801",-82.927803, 39.813801,43217
10776,2010,8,17,SWA,SOUTHWEST AIRLINES,B-737-700,KCLE,CLEVELAND-HOPKINS INTL ARPT,OH,TAKEOFF RUN,DAY,0.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-17,124,Cleveland Hopkins International Airport,791.0,Cleveland,"-81.8498001099, 41.4117012024",-81.8498001099, 41.4117012024,44135
11311,2010,8,17,BUS,BUSINESS,LEARJET-35,KPHF,NEWPORT NEWS/WILLIAMSBURG INTL,VA,CLIMB,DUSK,5.0,110.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE,2010-08-17,31,Newport News Williamsburg International Airport,42.0,Newport News,"-76.49299622, 37.13190079",-76.49299622, 37.13190079,23602
4677,2010,8,17,BTA,EXPRESSJET (CONTINENTAL EXPRS),EMB-145,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,NC,CLIMB,DAY,100.0,150.0,0.0,T1002,CHIMNEY SWIFT,1,NONE,2010-08-17,133,Charlotte Douglas International Airport,748.0,Charlotte,"-80.94309997558594, 35.2140007019043",-80.94309997558594, 35.2140007019043,28208
3732,2010,8,17,ASH,MESA AIRLINES,CRJ100/200,KPHX,PHOENIX SKY HARBOR INTL ARPT,AZ,DESCENT,DAY,11000.0,250.0,20.0,J2104,NORTHERN PINTAIL,1,OTHER,2010-08-17,88,Phoenix Sky Harbor International Airport,1135.0,Phoenix,"-112.01200103759766, 33.43429946899414",-112.01200103759766, 33.43429946899414,85034
11338,2010,8,18,FLG*,PINNACLE,CRJ100/200,KMBS,MBS INTL,MI,APPROACH,DAY,50.0,120.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-08-18,24,MBS International Airport,668.0,Saginaw,"-84.07959747314453, 43.532901763916016",-84.07959747314453, 43.532901763916016,48623
