,Incident Year,Incident Month,Incident Day,Operator ID,Operator,Aircraft,Airport ID,Airport,State,Flight Phase,Visibility,Height,Speed,Distance,Species ID,Species Name,Species Quantity,Flight Impact,incident_date,Birdstrikes_N,name,elevation_ft,municipality,coordinates,long,lat,zipcode
7781,2010,4,23,SWA,SOUTHWEST AIRLINES,B-737-300,KTPA,TAMPA INTL,FL,CLIMB,DAY,800.0,160.0,0.0,NE1,GULL,2-10,PRECAUTIONARY LANDING,2010-04-23,86,Tampa International Airport,26.0,Tampa,"-82.533203125, 27.975500106811523",-82.533203125, 27.975500106811523,33607
21,2010,4,23,SWA,SOUTHWEST AIRLINES,B-737-700,KMCO,ORLANDO INTL,FL,APPROACH,DAY,10.0,135.0,0.0,I1301,CATTLE EGRET,1,NONE,2010-04-23,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827
6863,2010,4,23,DAL,DELTA AIR LINES,A-320,KLAX,LOS ANGELES INTL,CA,APPROACH,NIGHT,2600.0,190.0,7.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-23,128,Los Angeles International Airport,125.0,Los Angeles,"-118.407997, 33.942501",-118.407997, 33.942501,90045
9681,2010,4,23,SKW,SKYWEST AIRLINES,CRJ100/200,KLSE,LA CROSSE MUNICIPAL AIRPORT,WI,APPROACH,DAY,5.0,130.0,0.0,ZX3,SPARROW,1,NONE,2010-04-23,5,La Crosse Municipal Airport,655.0,La Crosse,"-91.256699, 43.879002",-91.256699, 43.879002,54603
4193,2010,4,23,SWA,SOUTHWEST AIRLINES,B-737-300,KMCI,KANSAS CITY INTL,MO,APPROACH,DAY,5.0,130.0,0.0,O2205,MOURNING DOVE,1,NONE,2010-04-23,151,Kansas City International Airport,1026.0,Kansas City,"-94.713898, 39.2976",-94.713898, 39.2976,64153
5186,2010,4,23,SWA,SOUTHWEST AIRLINES,B-737-700,KHOU,WILLIAM P HOBBY ARPT,TX,APPROACH,DAY,9000.0,250.0,15.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-23,210,William P Hobby Airport,46.0,Houston,"-95.27890015, 29.64539909",-95.27890015, 29.64539909,77061
6864,2010,4,23,SWA,SOUTHWEST AIRLINES,B-737-700,KLAX,LOS ANGELES INTL,CA,APPROACH,NIGHT,5000.0,220.0,10.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-23,128,Los Angeles International Airport,125.0,Los Angeles,"-118.407997, 33.942501",-118.407997, 33.942501,90045
9687,2010,4,24,PVT,PRIVATELY OWNED,PA-46 MALIBU,KCEU,OCONEE COUNTY REGIONAL ARPT,SC,TAKEOFF RUN,NIGHT,0.0,65.0,0.0,1G11,WHITE-TAILED DEER,2-10,OTHER,2010-04-24,2,Oconee County Regional Airport,892.0,Clemson,"-82.8864975, 34.6719017",-82.8864975, 34.6719017,29678
9686,2010,4,24,PVT,PRIVATELY OWNED,PA-28,KOGD,OGDEN-HINCKLEY ARPT,UT,DESCENT,DAY,4500.0,90.0,8.0,UNKBL,UNKNOWN LARGE BIRD,1,PRECAUTIONARY LANDING,2010-04-24,1,Ogden Hinckley Airport,4473.0,Ogden,"-112.0120010376, 41.195899963379",-112.0120010376, 41.195899963379,84405
347,2010,4,24,SWA,SOUTHWEST AIRLINES,B-737-300,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,CLIMB,DAY,3150.0,235.0,7.5,UNKBM,UNKNOWN MEDIUM BIRD,1,PRECAUTIONARY LANDING,2010-04-24,233,Baltimore/Washington International Thurgood Marshall Airport,146.0,Baltimore,"-76.668297, 39.1754",-76.668297, 39.1754,21240
7013,2010,4,25,1ASQ,ATLANTIC SOUTHEAST,CRJ100/200,KMDT,HARRISBURG INTL,PA,CLIMB,DAY,100.0,90.0,0.0,YI005,BARN SWALLOW,1,NONE,2010-04-25,102,Harrisburg International Airport,310.0,Harrisburg,"-76.7633972168, 40.1935005188",-76.7633972168, 40.1935005188,17057
5795,2010,4,25,SWA,SOUTHWEST AIRLINES,B-737-700,KBNA,NASHVILLE INTL,TN,LANDING ROLL,DAY,0.0,130.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-25,272,Nashville International Airport,599.0,Nashville,"-86.6781997680664, 36.1245002746582",-86.6781997680664, 36.1245002746582,37214
576,2010,4,25,SWA,SOUTHWEST AIRLINES,B-737-300,KPDX,PORTLAND INTL (OR),OR,APPROACH,NIGHT,3000.0,240.0,12.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-25,69,Portland International Airport,31.0,Portland,"-122.5979996, 45.58869934",-122.5979996, 45.58869934,97218
7116,2010,4,25,JBU,JETBLUE AIRWAYS,A-320,KLGB,LONG BEACH-DAUGH FLD,CA,TAKEOFF RUN,DAY,0.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-25,54,Long Beach /Daugherty Field/ Airport,60.0,Long Beach,"-118.1520004, 33.81769943",-118.1520004, 33.81769943,90807
7180,2010,4,26,JBU,JETBLUE AIRWAYS,A-320,KLAS,MC CARRAN INTL ARPT,NV,LANDING ROLL,NIGHT,0.0,130.0,0.0,UNKBL,UNKNOWN LARGE BIRD,1,NONE,2010-04-26,39,McCarran International Airport,2181.0,Las Vegas,"-115.1520004, 36.08010101",-115.1520004, 36.08010101,89119
3207,2010,4,26,SWA,SOUTHWEST AIRLINES,B-737-700,KOAK,METRO OAKLAND INTL,CA,TAKEOFF RUN,DAY,0.0,130.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE,2010-04-26,132,Metropolitan Oakland International Airport,9.0,Oakland,"-122.221001, 37.721298",-122.221001, 37.721298,94621
3950,2010,4,26,SWA,SOUTHWEST AIRLINES,B-737-300,KDAL,DALLAS LOVE FIELD ARPT,TX,DESCENT,DAY,6500.0,250.0,26.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-26,171,Dallas Love Field,487.0,Dallas,"-96.851799, 32.847099",-96.851799, 32.847099,75235
1988,2010,4,26,AWE,US AIRWAYS,B-737-400,KORF,NORFOLK INTL,VA,APPROACH,NIGHT,3000.0,210.0,8.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-26,49,Norfolk International Airport,26.0,Norfolk,"-76.20120239257812, 36.89459991455078",-76.20120239257812, 36.89459991455078,23502
6141,2010,4,26,SWA,SOUTHWEST AIRLINES,B-737-300,KSAT,SAN ANTONIO INTL,TX,APPROACH,NIGHT,5400.0,250.0,18.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-26,136,San Antonio International Airport,809.0,San Antonio,"-98.469803, 29.533701",-98.469803, 29.533701,78216
1157,2010,4,26,SWA,SOUTHWEST AIRLINES,B-737-300,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,CLIMB,NIGHT,8000.0,210.0,5.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-26,112,Norman Y. Mineta San Jose International Airport,62.0,San Jose,"-121.929001, 37.362598",-121.929001, 37.362598,95110
9689,2010,4,26,SKW,SKYWEST AIRLINES,CRJ100/200,KLNK,LINCOLN ARPT,NE,APPROACH,DAY,50.0,140.0,0.0,NE1,GULL,2-10,NONE,2010-04-26,23,Lincoln Airport,1219.0,Lincoln,"-96.75920104980469, 40.85100173950195",-96.75920104980469, 40.85100173950195,68524
5723,2010,4,27,SWA,SOUTHWEST AIRLINES,B-737-700,KBUR,BOB HOPE ARPT,CA,CLIMB,NIGHT,3000.0,210.0,5.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-27,51,Bob Hope Airport,778.0,Burbank,"-118.35900115966797, 34.20069885253906",-118.35900115966797, 34.20069885253906,91505
9712,2010,4,27,CPZ,COMPASS AIRLINES,EMB-170,KMSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,LANDING ROLL,DAY,0.0,90.0,0.0,O2111,ROCK PIGEON,1,NONE,2010-04-27,131,Minneapolis-St Paul International/Wold-Chamberlain Airport,841.0,Minneapolis,"-93.221802, 44.882",-93.221802, 44.882,55450
7866,2010,4,27,KAP,CAPE AIR,C-402,KBOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,APPROACH,DAY,1700.0,170.0,7.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-27,145,General Edward Lawrence Logan International Airport,20.0,Boston,"-71.00520325, 42.36429977",-71.00520325, 42.36429977,2128
223,2010,4,28,JBU,JETBLUE AIRWAYS,A-320,KSLC,SALT LAKE CITY INTL,UT,APPROACH,NIGHT,900.0,120.0,2.0,Z6014,HERMIT THRUSH,1,NONE,2010-04-28,123,Salt Lake City International Airport,4227.0,Salt Lake City,"-111.97799682617188, 40.78839874267578",-111.97799682617188, 40.78839874267578,84116
7264,2010,4,28,SWA,SOUTHWEST AIRLINES,B-737-300,KOKC,WILL ROGERS WORLD ARPT,OK,TAKEOFF RUN,DAY,0.0,170.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-28,53,Will Rogers World Airport,1295.0,Oklahoma City,"-97.60070037841797, 35.39310073852539",-97.60070037841797, 35.39310073852539,73159
7118,2010,4,28,JBU,JETBLUE AIRWAYS,A-320,KLGB,LONG BEACH-DAUGH FLD,CA,TAKEOFF RUN,DAY,0.0,150.0,0.0,YI013,CAVE SWALLOW,1,NONE,2010-04-28,54,Long Beach /Daugherty Field/ Airport,60.0,Long Beach,"-118.1520004, 33.81769943",-118.1520004, 33.81769943,90807
7117,2010,4,28,JBU,JETBLUE AIRWAYS,A-320,KLGB,LONG BEACH-DAUGH FLD,CA,LANDING ROLL,DAY,0.0,140.0,0.0,YI013,CAVE SWALLOW,2-10,NONE,2010-04-28,54,Long Beach /Daugherty Field/ Airport,60.0,Long Beach,"-118.1520004, 33.81769943",-118.1520004, 33.81769943,90807
9843,2010,4,28,CHQ,CHAUTAUQUA AIRLINES,EMB-135,KMKE,GENERAL MITCHELL INTL,WI,APPROACH,DAY,300.0,170.0,4.0,NE1,GULL,1,OTHER,2010-04-28,104,General Mitchell International Airport,723.0,Milwaukee,"-87.89659881591797, 42.947200775146484",-87.89659881591797, 42.947200775146484,53207
9956,2010,4,28,BUS,BUSINESS,CITATION X,KBVY,BEVERLY MUNICIPAL ARPT,MA,LANDING ROLL,DAY,0.0,120.0,0.0,NE1,GULL,1,NONE,2010-04-28,7,Beverly Municipal Airport,107.0,Beverly,"-70.91649627689999, 42.584201812699995",-70.91649627689999, 42.584201812699995,1915
5187,2010,4,28,SWA,SOUTHWEST AIRLINES,B-737-700,KHOU,WILLIAM P HOBBY ARPT,TX,CLIMB,DAY,10000.0,250.0,15.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-28,210,William P Hobby Airport,46.0,Houston,"-95.27890015, 29.64539909",-95.27890015, 29.64539909,77061
9955,2010,4,28,PVT,PRIVATELY OWNED,GRUMAMER AA5,KUES,WAUKESHA COUNTY ARPT,WI,APPROACH,NIGHT,1500.0,110.0,10.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-28,1,Waukesha County Airport,911.0,Waukesha,"-88.237098693848, 43.041000366211",-88.237098693848, 43.041000366211,53188
9947,2010,4,28,NLE,BOSTON-MAINE AIRWAYS,BA-31 JETSTR,KACY,ATLANTIC CITY INTL,NJ,CLIMB,DAY,50.0,100.0,0.0,YI005,BARN SWALLOW,2-10,NONE,2010-04-28,8,Atlantic City International Airport,75.0,Atlantic City,"-74.57720184326172, 39.45759963989258",-74.57720184326172, 39.45759963989258,8234
9157,2010,4,29,FDX,FEDEX EXPRESS,A-300,KMEM,MEMPHIS INTL,TN,APPROACH,NIGHT,4700.0,250.0,25.0,UNKB,UNKNOWN BIRD,1,NONE,2010-04-29,299,Memphis International Airport,341.0,Memphis,"-89.97669982910156, 35.04240036010742",-89.97669982910156, 35.04240036010742,38116
7711,2010,4,29,SWA,SOUTHWEST AIRLINES,B-737-700,KCMH,PORT COLUMBUS INTL,OH,CLIMB,DAWN,2000.0,200.0,10.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-29,71,John Glenn Columbus International Airport,815.0,Columbus,"-82.891899, 39.998001",-82.891899, 39.998001,43219
9963,2010,4,29,SWA,SOUTHWEST AIRLINES,B-737-700,KRNO,RENO TAHOE INTL,NV,APPROACH,DAY,20.0,140.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-29,24,Reno Tahoe International Airport,4415.0,Reno,"-119.76799774169922, 39.49909973144531",-119.76799774169922, 39.49909973144531,89502
5796,2010,4,29,SWA,SOUTHWEST AIRLINES,B-737-700,KBNA,NASHVILLE INTL,TN,APPROACH,NIGHT,5000.0,200.0,15.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-29,272,Nashville International Airport,599.0,Nashville,"-86.6781997680664, 36.1245002746582",-86.6781997680664, 36.1245002746582,37214
9120,2010,4,29,1ASQ,ATLANTIC SOUTHEAST,CRJ100/200,KEVV,EVANSVILLE REGIONAL,IN,APPROACH,DAY,20.0,145.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-29,37,Evansville Regional Airport,418.0,Evansville,"-87.5324020386, 38.0369987488",-87.5324020386, 38.0369987488,47725
2441,2010,4,29,AAL,AMERICAN AIRLINES,MD-83,KDFW,DALLAS/FORT WORTH INTL ARPT,TX,APPROACH,NIGHT,1700.0,170.0,10.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-29,434,Dallas Fort Worth International Airport,607.0,Dallas-Fort Worth,"-97.038002, 32.896801",-97.038002, 32.896801,76051
3524,2010,4,29,DAL,DELTA AIR LINES,B-737-800,KCVG,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,LANDING ROLL,DAY,0.0,135.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-29,62,Cincinnati Northern Kentucky International Airport,896.0,Cincinnati / Covington,"-84.667801, 39.048801",-84.667801, 39.048801,41042
224,2010,4,29,DAL,DELTA AIR LINES,A-320,KSLC,SALT LAKE CITY INTL,UT,APPROACH,DAY,5.0,120.0,0.0,YI009,CLIFF SWALLOW,1,NONE,2010-04-29,123,Salt Lake City International Airport,4227.0,Salt Lake City,"-111.97799682617188, 40.78839874267578",-111.97799682617188, 40.78839874267578,84116
5797,2010,4,30,SWA,SOUTHWEST AIRLINES,B-737-300,KBNA,NASHVILLE INTL,TN,APPROACH,NIGHT,1300.0,140.0,4.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-30,272,Nashville International Airport,599.0,Nashville,"-86.6781997680664, 36.1245002746582",-86.6781997680664, 36.1245002746582,37214
8884,2010,4,30,SWA,SOUTHWEST AIRLINES,B-737-500,KMDW,CHICAGO MIDWAY INTL ARPT,IL,LANDING ROLL,DAY,0.0,100.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-30,174,Chicago Midway International Airport,620.0,Chicago,"-87.752403, 41.785999",-87.752403, 41.785999,60638
9987,2010,4,30,SWA,SOUTHWEST AIRLINES,B-737-300,KOMA,EPPLEY AIRFIELD,NE,CLIMB,DUSK,1000.0,210.0,2.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-30,171,Eppley Airfield,984.0,Omaha,"-95.894096, 41.3032",-95.894096, 41.3032,68110
8725,2010,4,30,SKW,SKYWEST AIRLINES,CRJ100/200,KLIT,BILL AND  HILLARY CLINTON NATL ARPT/ADAMS FIELD,AR,DESCENT,DAY,7500.0,250.0,30.0,UNKBM,UNKNOWN MEDIUM BIRD,1,OTHER,2010-04-30,50,Bill & Hillary Clinton National Airport/Adams Field,262.0,Little Rock,"-92.2242965698, 34.729400634799994",-92.2242965698, 34.729400634799994,72206
2116,2010,4,30,AAL,AMERICAN AIRLINES,B-737-800,KAUS,AUSTIN-BERGSTROM INTL,TX,TAKEOFF RUN,DUSK,0.0,160.0,0.0,O2205,MOURNING DOVE,1,NONE,2010-04-30,213,Austin Bergstrom International Airport,542.0,Austin,"-97.6698989868164, 30.194499969482422",-97.6698989868164, 30.194499969482422,78719
9988,2010,4,30,FLG*,PINNACLE,CRJ100/200,KOMA,EPPLEY AIRFIELD,NE,LANDING ROLL,DAY,0.0,100.0,0.0,O2205,MOURNING DOVE,2-10,NONE,2010-04-30,171,Eppley Airfield,984.0,Omaha,"-95.894096, 41.3032",-95.894096, 41.3032,68110
10158,2010,4,30,EGF,AMERICAN EAGLE AIRLINES,CRJ700,KXNA,NW ARKANSAS REGIONAL,AR,LANDING ROLL,DAY,0.0,90.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-30,23,Northwest Arkansas Regional Airport,1287.0,Fayetteville/Springdale/Rogers,"-94.306801, 36.281898",-94.306801, 36.281898,72712
7320,2010,5,1,DAL,DELTA AIR LINES,B-757-200,KATL,HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,TAKEOFF RUN,NIGHT,0.0,140.0,0.0,K3302,RED-TAILED HAWK,1,NONE,2010-05-01,96,Hartsfield Jackson Atlanta International Airport,1026.0,Atlanta,"-84.428101, 33.6367",-84.428101, 33.6367,30337
10181,2010,5,1,SWA,SOUTHWEST AIRLINES,B-737-300,KALB,ALBANY INTL,NY,APPROACH,NIGHT,1000.0,135.0,3.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-05-01,37,Albany International Airport,285.0,Albany,"-73.80169677734375, 42.74829864501953",-73.80169677734375, 42.74829864501953,12110
671,2010,5,1,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,200.0,140.0,0.125,1C2201,BRAZILIAN FREE-TAILED BAT,1,NONE,2010-05-01,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837
4194,2010,5,1,SWA,SOUTHWEST AIRLINES,B-737-300,KMCI,KANSAS CITY INTL,MO,TAKEOFF RUN,DAY,0.0,120.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-05-01,151,Kansas City International Airport,1026.0,Kansas City,"-94.713898, 39.2976",-94.713898, 39.2976,64153
4666,2010,5,2,JIA,PSA AIRLINES,CRJ700,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,NC,APPROACH,DUSK,50.0,135.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-05-02,133,Charlotte Douglas International Airport,748.0,Charlotte,"-80.94309997558594, 35.2140007019043",-80.94309997558594, 35.2140007019043,28208
7119,2010,5,2,AAY,ALLEGIANT AIR,MD-87,KLGB,LONG BEACH-DAUGH FLD,CA,APPROACH,DAY,50.0,125.0,0.0,O2205,MOURNING DOVE,1,NONE,2010-05-02,54,Long Beach /Daugherty Field/ Airport,60.0,Long Beach,"-118.1520004, 33.81769943",-118.1520004, 33.81769943,90807
10218,2010,5,3,BUS,BUSINESS,BE-90  KING,KFAR,HECTOR INTERNATIONAL,ND,APPROACH,NIGHT,600.0,106.0,1.0,UNKBL,UNKNOWN LARGE BIRD,2-10,PRECAUTIONARY LANDING,2010-05-03,14,Hector International Airport,902.0,Fargo,"-96.81580352783203, 46.92070007324219",-96.81580352783203, 46.92070007324219,58102
10232,2010,5,3,EJM,EXECUTIVE JET MGMNT,GULFAERO IV,KHPN,WESTCHESTER COUNTY ARPT,NY,LANDING ROLL,DUSK,0.0,129.0,0.0,YL001,EUROPEAN STARLING,2-10,NONE,2010-05-03,42,Westchester County Airport,439.0,White Plains,"-73.70760345458984, 41.06700134277344",-73.70760345458984, 41.06700134277344,10604
7014,2010,5,3,SNC,AIR CARGO CARRIERS,SHORTS 360,KMDT,HARRISBURG INTL,PA,CLIMB,NIGHT,3000.0,145.0,10.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-05-03,102,Harrisburg International Airport,310.0,Harrisburg,"-76.7633972168, 40.1935005188",-76.7633972168, 40.1935005188,17057
5522,2010,5,3,UAL,UNITED AIRLINES,A-319,KEWR,NEWARK LIBERTY INTL ARPT,NJ,APPROACH,NIGHT,2000.0,180.0,6.0,ZS006,OVENBIRD,1,NONE,2010-05-03,170,Newark Liberty International Airport,18.0,Newark,"-74.168701171875, 40.692501068115234",-74.168701171875, 40.692501068115234,7114
2037,2010,5,3,SWA,SOUTHWEST AIRLINES,B-737-700,KSAN,SAN DIEGO INTL,CA,APPROACH,NIGHT,10000.0,250.0,35.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-05-03,45,San Diego International Airport,17.0,San Diego,"-117.190002441, 32.7336006165",-117.190002441, 32.7336006165,92101
5724,2010,5,3,SWA,SOUTHWEST AIRLINES,B-737-700,KBUR,BOB HOPE ARPT,CA,CLIMB,DAY,1300.0,210.0,2.0,UNKB,UNKNOWN BIRD,1,NONE,2010-05-03,51,Bob Hope Airport,778.0,Burbank,"-118.35900115966797, 34.20069885253906",-118.35900115966797, 34.20069885253906,91505
7712,2010,5,3,EGF,AMERICAN EAGLE AIRLINES,EMB-135,KCMH,PORT COLUMBUS INTL,OH,CLIMB,DAY,10.0,145.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-05-03,71,John Glenn Columbus International Airport,815.0,Columbus,"-82.891899, 39.998001",-82.891899, 39.998001,43219
10274,2010,5,3,SKW,SKYWEST AIRLINES,EMB-120,KEKO,ELKO REGIONAL ARPT,NV,APPROACH,DAY,2000.0,145.0,7.0,UNKBL,UNKNOWN LARGE BIRD,1,NONE,2010-05-03,1,Elko Regional Airport,5140.0,Elko,"-115.79199981689453, 40.82490158081055",-115.79199981689453, 40.82490158081055,89801
7181,2010,5,4,SKW,SKYWEST AIRLINES,EMB-120,KLAS,MC CARRAN INTL ARPT,NV,CLIMB,NIGHT,7000.0,200.0,7.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-05-04,39,McCarran International Airport,2181.0,Las Vegas,"-115.1520004, 36.08010101",-115.1520004, 36.08010101,89119
7265,2010,5,5,SWA,SOUTHWEST AIRLINES,B-737-700,KOKC,WILL ROGERS WORLD ARPT,OK,CLIMB,DAY,20.0,140.0,0.0,ZX3,SPARROW,1,NONE,2010-05-05,53,Will Rogers World Airport,1295.0,Oklahoma City,"-97.60070037841797, 35.39310073852539",-97.60070037841797, 35.39310073852539,73159
4348,2010,5,5,SWA,SOUTHWEST AIRLINES,B-737-500,KDEN,DENVER INTL AIRPORT,CO,APPROACH,NIGHT,3000.0,190.0,10.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-05-05,322,Denver International Airport,5431.0,Denver,"-104.672996521, 39.861698150635",-104.672996521, 39.861698150635,80249
7534,2010,5,5,AAL,AMERICAN AIRLINES,B-777-300,KORD,CHICAGO O'HARE INTL ARPT,IL,LANDING ROLL,DAY,0.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-05-05,167,Chicago O'Hare International Airport,672.0,Chicago,"-87.9048, 41.9786",-87.9048, 41.9786,60018
22,2010,5,5,UAL,UNITED AIRLINES,B-757-200,KMCO,ORLANDO INTL,FL,APPROACH,NIGHT,2200.0,230.0,7.0,UNKB,UNKNOWN BIRD,1,NONE,2010-05-05,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827
6727,2010,5,5,FDX,FEDEX EXPRESS,DC-10-10,KIND,INDIANAPOLIS INTL ARPT,IN,TAKEOFF RUN,NIGHT,0.0,110.0,0.0,UNKB,UNKNOWN BIRD,1,NONE,2010-05-05,94,Indianapolis International Airport,797.0,Indianapolis,"-86.294403, 39.7173",-86.294403, 39.7173,46241
10275,2010,5,5,SWA,SOUTHWEST AIRLINES,B-737-700,KTUS,TUCSON INTL,AZ,APPROACH,NIGHT,2000.0,180.0,10.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-05-05,28,Tucson International Airport / Morris Air National Guard Base,2643.0,Tucson,"-110.938053, 32.115004",-110.938053, 32.115004,85756
5523,2010,5,5,FDX,FEDEX EXPRESS,B-727-200,KEWR,NEWARK LIBERTY INTL ARPT,NJ,APPROACH,NIGHT,4000.0,240.0,18.0,UNKB,UNKNOWN BIRD,1,NONE,2010-05-05,170,Newark Liberty International Airport,18.0,Newark,"-74.168701171875, 40.692501068115234",-74.168701171875, 40.692501068115234,7114
4195,2010,5,6,SKW,SKYWEST AIRLINES,CRJ900,KMCI,KANSAS CITY INTL,MO,APPROACH,NIGHT,2000.0,170.0,5.0,ZX005,ROSE-BREASTED GROSBEAK,1,NONE,2010-05-06,151,Kansas City International Airport,1026.0,Kansas City,"-94.713898, 39.2976",-94.713898, 39.2976,64153
9713,2010,5,6,DAL,DELTA AIR LINES,A-319,KMSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,TAKEOFF RUN,DAY,0.0,140.0,0.0,O2111,ROCK PIGEON,2-10,NONE,2010-05-06,131,Minneapolis-St Paul International/Wold-Chamberlain Airport,841.0,Minneapolis,"-93.221802, 44.882",-93.221802, 44.882,55450
10303,2010,5,6,JIA,PSA AIRLINES,CRJ100/200,KCRW,YEAGER ARPT,WV,APPROACH,DAY,10.0,138.0,0.0,YM1102,AMERICAN CROW,1,NONE,2010-05-06,16,Yeager Airport,981.0,Charleston,"-81.59320068359375, 38.37310028076172",-81.59320068359375, 38.37310028076172,25311
6142,2010,5,6,MES,MESABA AIRLINES,CRJ900,KSAT,SAN ANTONIO INTL,TX,APPROACH,DAY,1700.0,145.0,5.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-05-06,136,San Antonio International Airport,809.0,San Antonio,"-98.469803, 29.533701",-98.469803, 29.533701,78216
672,2010,5,6,FFT,FRONTIER AIRLINES,A-319,KSMF,SACRAMENTO INTL,CA,TAKEOFF RUN,DAY,0.0,110.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-05-06,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837
9158,2010,5,6,FDX,FEDEX EXPRESS,A-300,KMEM,MEMPHIS INTL,TN,APPROACH,NIGHT,1700.0,180.0,6.0,UNKB,UNKNOWN BIRD,1,NONE,2010-05-06,299,Memphis International Airport,341.0,Memphis,"-89.97669982910156, 35.04240036010742",-89.97669982910156, 35.04240036010742,38116
10319,2010,5,6,BUS,BUSINESS,BE-300 KING,KGRB,AUSTIN STRAUBEL INTL,WI,TAKEOFF RUN,DAWN,0.0,20.0,0.0,NE104,RING-BILLED GULL,2-10,ABORTED TAKEOFF,2010-05-06,8,Austin Straubel International Airport,695.0,Green Bay,"-88.12960052490234, 44.48509979248047",-88.12960052490234, 44.48509979248047,54313
5725,2010,5,7,JBU,JETBLUE AIRWAYS,A-320,KBUR,BOB HOPE ARPT,CA,DESCENT,NIGHT,5000.0,250.0,14.0,Y9018,PACIFIC-SLOPE FLYCATCHER,1,NONE,2010-05-07,51,Bob Hope Airport,778.0,Burbank,"-118.35900115966797, 34.20069885253906",-118.35900115966797, 34.20069885253906,91505
7713,2010,5,7,SWA,SOUTHWEST AIRLINES,B-737-700,KCMH,PORT COLUMBUS INTL,OH,APPROACH,NIGHT,1500.0,140.0,3.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-05-07,71,John Glenn Columbus International Airport,815.0,Columbus,"-82.891899, 39.998001",-82.891899, 39.998001,43219
