Incident Year,Incident Month,Incident Day,Operator ID,Operator,Aircraft,Airport ID,Airport,State,Flight Phase,Visibility,Height,Speed,Distance,Species ID,Species Name,Species Quantity,Flight Impact
2010,1,1,BUS,BUSINESS,C-310,KPMP,POMPANO BEACH AIRPARK,FL,TAKEOFF RUN,DAY,0.0,30.0,0.0,NE1,GULL,1,ABORTED TAKEOFF
2010,1,1,JBU,JETBLUE AIRWAYS,A-320,KMCO,ORLANDO INTL,FL,TAKEOFF RUN,DAY,0.0,120.0,0.0,ZT3,GRACKLE,1,NONE
2010,1,2,SKW,SKYWEST AIRLINES,CRJ100/200,KSLC,SALT LAKE CITY INTL,UT,LANDING ROLL,DAY,0.0,80.0,0.0,YH004,HORNED LARK,1,NONE
2010,1,2,NWA,NORTHWEST AIRLINES,DC-9,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,TAKEOFF RUN,DAY,0.0,140.0,0.0,K33,HAWK,1,NONE
2010,1,2,JBU,JETBLUE AIRWAYS,A-320,KMCO,ORLANDO INTL,FL,APPROACH,DAY,20.0,120.0,0.0,YI010,TREE SWALLOW,1,NONE
2010,1,2,SWA,SOUTHWEST AIRLINES,B-737-700,KPDX,PORTLAND INTL (OR),OR,APPROACH,NIGHT,700.0,140.0,2.0,J21,DUCK,1,NONE
2010,1,3,QXE,HORIZON AIR,CRJ700,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,3000.0,180.0,8.0,J2104,NORTHERN PINTAIL,1,NONE
2010,1,3,ASA,ALASKA AIRLINES,B-737-400,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,700.0,140.0,3.0,J2104,NORTHERN PINTAIL,1,NONE
2010,1,3,JBU,JETBLUE AIRWAYS,A-320,KJFK,JOHN F KENNEDY INTL,NY,CLIMB,DAWN,20.0,155.0,0.0,K3302,RED-TAILED HAWK,1,NONE
2010,1,3,BUS,BUSINESS,BE-200 KING,KHWD,HAYWARD EXECUTIVE ARPT,CA,APPROACH,DAY,1200.0,200.0,10.0,J2204,CANADA GOOSE,1,NONE
2010,1,4,SKW,SKYWEST AIRLINES,CRJ700,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,1500.0,146.0,7.0,J2109,MALLARD,1,NONE
2010,1,5,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,CLIMB,DAY,1500.0,210.0,2.0,J2104,NORTHERN PINTAIL,2-10,PRECAUTIONARY LANDING
2010,1,5,SWA,SOUTHWEST AIRLINES,B-737-300,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,1850.0,170.0,5.0,J2104,NORTHERN PINTAIL,2-10,NONE
2010,1,5,SWA,SOUTHWEST AIRLINES,B-737-300,KSMF,SACRAMENTO INTL,CA,APPROACH,DAY,1300.0,140.0,3.0,J2104,NORTHERN PINTAIL,1,OTHER
2010,1,5,HAL,HAWAIIAN AIR,B-767-300,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,1500.0,145.0,5.0,J2104,NORTHERN PINTAIL,1,NONE
2010,1,6,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,APPROACH,DAY,2000.0,195.0,10.0,J2104,NORTHERN PINTAIL,2-10,NONE
2010,1,6,ATN,AIR TRANSPORT INTL,DC-8-70,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,CLIMB,DUSK,8600.0,240.0,10.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE
2010,1,6,JBU,JETBLUE AIRWAYS,A-320,KRSW,SOUTHWEST FLORIDA INTL ARPT,FL,TAKEOFF RUN,DAY,0.0,120.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE
2010,1,6,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,DESCENT,DAWN,2000.0,210.0,6.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE
2010,1,7,SWA,SOUTHWEST AIRLINES,B-737-700,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,LANDING ROLL,DAY,0.0,80.0,0.0,K5114,AMERICAN KESTREL,1,NONE
2010,1,7,SWA,SOUTHWEST AIRLINES,B-737-700,KFLL,FORT LAUDERDALE/HOLLYWOOD INTL,FL,APPROACH,DAY,600.0,139.0,2.0,K1002,TURKEY VULTURE,1,NONE
2010,1,8,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,1850.0,133.0,6.0,J2109,MALLARD,1,NONE
2010,1,9,TRS,AIRTRAN AIRWAYS,B-737-700,KJAX,JACKSONVILLE INTL,FL,TAKEOFF RUN,DAY,0.0,110.0,0.0,YI010,TREE SWALLOW,1,NONE
2010,1,9,BUS,BUSINESS,GULFSTREAM V,KSDL,SCOTTSDALE ARPT,AZ,LANDING ROLL,NIGHT,0.0,100.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,1,10,HAL,HAWAIIAN AIR,B-717-200,PHLI,LIHUE ARPT,HI,LANDING ROLL,DAY,0.0,110.0,0.0,O2211,SPOTTED DOVE,1,NONE
2010,1,10,SKW,SKYWEST AIRLINES,EMB-120,KSFO,SAN FRANCISCO INTL ARPT,CA,APPROACH,DAWN,50.0,130.0,0.0,NE1,GULL,1,NONE
2010,1,10,SWA,SOUTHWEST AIRLINES,B-737-700,KTUL,TULSA INTL,OK,APPROACH,NIGHT,1800.0,220.0,8.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE
2010,1,10,BTA,EXPRESSJET (CONTINENTAL EXPRS),EMB-145,KORF,NORFOLK INTL,VA,TAKEOFF RUN,DAY,0.0,160.0,0.0,ZT1,BLACKBIRD,1,NONE
2010,1,10,SWA,SOUTHWEST AIRLINES,B-737-700,KSAN,SAN DIEGO INTL,CA,APPROACH,DAY,600.0,135.0,2.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,1,11,AAY,ALLEGIANT AIR,MD-82,KSGF,SPRINGFIELD-BRANSON NATIONAL,MO,TAKEOFF RUN,DAY,0.0,125.0,0.0,ZX3,SPARROW,1,NONE
2010,1,11,SWA,SOUTHWEST AIRLINES,B-737-300,KAUS,AUSTIN-BERGSTROM INTL,TX,APPROACH,NIGHT,1200.0,130.0,4.0,J2140,RUDDY DUCK,1,NONE
2010,1,11,COA,CONTINENTAL AIRLINES,B-737-900,KSMF,SACRAMENTO INTL,CA,APPROACH,DAY,20.0,140.0,0.0,YH004,HORNED LARK,1,NONE
2010,1,12,EGF,AMERICAN EAGLE AIRLINES,EMB-145,KBDL,BRADLEY INTL,CT,CLIMB,DUSK,200.0,160.0,0.0,J2109,MALLARD,1,NONE
2010,1,12,AAL,AMERICAN AIRLINES,MD-82,KDFW,DALLAS/FORT WORTH INTL ARPT,TX,APPROACH,DAY,100.0,135.0,0.330000013,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE
2010,1,12,RPA,REPUBLIC AIRLINES,EMB-170,KBDL,BRADLEY INTL,CT,TAKEOFF RUN,DAY,0.0,60.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,1,12,JBU,JETBLUE AIRWAYS,EMB-190,KAUS,AUSTIN-BERGSTROM INTL,TX,LANDING ROLL,DAY,0.0,110.0,0.0,Y,PERCHING BIRDS,1,NONE
2010,1,13,DAL,DELTA AIR LINES,B-757-200,KSFO,SAN FRANCISCO INTL ARPT,CA,CLIMB,DAY,50.0,150.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,1,13,SWA,SOUTHWEST AIRLINES,B-737-700,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,APPROACH,NIGHT,5000.0,250.0,20.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,1,14,UNK,UNKNOWN,PA-28,77S,HOBBY FIELD ARPT,OR,TAKEOFF RUN,DAY,0.0,30.0,0.0,J2204,CANADA GOOSE,2-10,ABORTED TAKEOFF
2010,1,14,HAL,HAWAIIAN AIR,B-767-300,KSAN,SAN DIEGO INTL,CA,CLIMB,DAY,50.0,165.0,0.0,NE1,GULL,1,NONE
2010,1,14,AWE,US AIRWAYS,A-320,KSMF,SACRAMENTO INTL,CA,CLIMB,DAWN,4000.0,200.0,5.0,J2131,NORTHERN SHOVELER,1,PRECAUTIONARY LANDING
2010,1,15,SWA,SOUTHWEST AIRLINES,B-737-700,KSTL,LAMBERT-ST LOUIS INTL,MO,APPROACH,NIGHT,35.0,135.0,0.0,R2203,GREAT HORNED OWL,1,NONE
2010,1,15,UAL,UNITED AIRLINES,A-320,KLGA,LA GUARDIA ARPT,NY,TAKEOFF RUN,DUSK,0.0,130.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,1,15,MKU,ISLAND AIR,DHC8 DASH 8,PHJH,KAPALUA ARPT,HI,APPROACH,DAY,30.0,90.0,0.0,ZY101,SCALY-BREASTED MUNIA,2-10,NONE
2010,1,15,BUS,BUSINESS,LEARJET-45,KOAK,METRO OAKLAND INTL,CA,APPROACH,DUSK,50.0,117.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,1,16,BUS,BUSINESS,PA-46 MALIBU,KSCK,STOCKTON METRO,CA,CLIMB,DAY,2500.0,150.0,9.0,UNKBL,UNKNOWN LARGE BIRD,1,PRECAUTIONARY LANDING
2010,1,16,SWA,SOUTHWEST AIRLINES,B-737-300,KSMF,SACRAMENTO INTL,CA,APPROACH,DAY,1000.0,125.0,3.0,ZT101,RED-WINGED BLACKBIRD,2-10,NONE
2010,1,16,HAL,HAWAIIAN AIR,B-717-200,PHNL,HONOLULU INTL ARPT,HI,APPROACH,DAY,10.0,120.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE
2010,1,16,SWA,SOUTHWEST AIRLINES,B-737-500,KSMF,SACRAMENTO INTL,CA,CLIMB,DAY,1200.0,210.0,3.0,UNKBL,UNKNOWN LARGE BIRD,1,NONE
2010,1,16,PEN,PENAIR,SAAB-340,PADU,UNALASKA ARPT,AK,LANDING ROLL,DAY,0.0,120.0,0.0,N6040,ROCK SANDPIPER,2-10,NONE
2010,1,16,JBU,JETBLUE AIRWAYS,A-320,KMCO,ORLANDO INTL,FL,LANDING ROLL,DAY,0.0,150.0,0.0,N5111,KILLDEER,1,NONE
2010,1,17,SWA,SOUTHWEST AIRLINES,B-737-700,KMCO,ORLANDO INTL,FL,TAKEOFF RUN,DAY,0.0,130.0,0.0,ZT1,BLACKBIRD,1,NONE
2010,1,17,SKW,SKYWEST AIRLINES,EMB-120,KOXR,OXNARD ARPT,CA,CLIMB,DUSK,150.0,150.0,0.0,I1102,GREAT BLUE HERON,1,NONE
2010,1,17,SWA,SOUTHWEST AIRLINES,B-737-500,KMCO,ORLANDO INTL,FL,APPROACH,NIGHT,3000.0,180.0,10.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE
2010,1,17,UAL,UNITED AIRLINES,A-320,KRDU,RALEIGH-DURHAM INTL,NC,CLIMB,DAY,20.0,140.0,0.0,NE1,GULL,2-10,NONE
2010,1,17,HAL,HAWAIIAN AIR,B-717-200,PHLI,LIHUE ARPT,HI,APPROACH,DAY,50.0,140.0,0.0,ZY102,CHESTNUT MUNIA,2-10,NONE
2010,1,18,EGF,AMERICAN EAGLE AIRLINES,EMB-145,KCVG,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,CLIMB,DAY,50.0,150.0,0.0,ZT1,BLACKBIRD,2-10,NONE
2010,1,18,HAL,HAWAIIAN AIR,B-717-200,PHTO,HILO INTL ARPT,HI,TAKEOFF RUN,DAY,0.0,127.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,1,19,SWA,SOUTHWEST AIRLINES,B-737-500,KMCO,ORLANDO INTL,FL,CLIMB,DAWN,1200.0,200.0,1.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,1,19,UPS,UPS AIRLINES,MD-11,PANC,TED STEVENS ANCHORAGE INTL,AK,APPROACH,DAY,200.0,165.0,1.0,YM1201,COMMON RAVEN,2-10,NONE
2010,1,19,CFS,EMPIRE AIRLINES,ATR-42,KMSO,MISSOULA INTL ARPT,MT,APPROACH,NIGHT,40.0,110.0,0.0,R2009,BARRED OWL,1,NONE
2010,1,19,HAL,HAWAIIAN AIR,B-717-200,PHLI,LIHUE ARPT,HI,APPROACH,NIGHT,50.0,130.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,2-10,NONE
2010,1,20,SWA,SOUTHWEST AIRLINES,B-737-700,KPVD,THEODORE FRANCIS GREEN STATE,RI,TAKEOFF RUN,DAWN,0.0,110.0,0.0,O2205,MOURNING DOVE,2-10,NONE
2010,1,20,BUS,BUSINESS,BE-200 KING,KPHX,PHOENIX SKY HARBOR INTL ARPT,AZ,LANDING ROLL,NIGHT,0.0,40.0,0.0,O2205,MOURNING DOVE,1,NONE
2010,1,20,HAL,HAWAIIAN AIR,B-717-200,PHLI,LIHUE ARPT,HI,LANDING ROLL,DAY,0.0,120.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,1,20,NHK,FAA,RKWL AC-680,KWWD,CAPE MAY COUNTY ARPT,NJ,CLIMB,DAY,20.0,110.0,0.0,N5124,PIPING PLOVER,2-10,NONE
2010,1,21,JBU,JETBLUE AIRWAYS,A-320,KJFK,JOHN F KENNEDY INTL,NY,APPROACH,NIGHT,50.0,137.0,0.0,J2109,MALLARD,2-10,NONE
2010,1,22,HAL,HAWAIIAN AIR,B-717-200,PHTO,HILO INTL ARPT,HI,TAKEOFF RUN,DUSK,0.0,135.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE
2010,1,22,UAL,UNITED AIRLINES,B-757-200,KIAD,WASHINGTON DULLES INTL ARPT,DC,TAKEOFF RUN,DAY,0.0,160.0,0.0,K3302,RED-TAILED HAWK,1,PRECAUTIONARY LANDING
2010,1,22,SWA,SOUTHWEST AIRLINES,B-737-300,KDAL,DALLAS LOVE FIELD ARPT,TX,APPROACH,DAY,1800.0,180.0,12.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE
2010,1,22,UPS,UPS AIRLINES,B-757-200,KSWF,STEWART INTL AIRPORT,NY,TAXI,DAY,0.0,3.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,ENGINE SHUT DOWN
2010,1,23,SWA,SOUTHWEST AIRLINES,B-737-700,KRSW,SOUTHWEST FLORIDA INTL ARPT,FL,CLIMB,DAY,50.0,150.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE
2010,1,24,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,1000.0,135.0,4.0,J2104,NORTHERN PINTAIL,1,NONE
2010,1,24,BUS,BUSINESS,GULFAERO IV,KFRG,REPUBLIC AIRPORT,NY,DESCENT,DUSK,4000.0,250.0,10.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE
2010,1,25,SWA,SOUTHWEST AIRLINES,B-737-700,KSFO,SAN FRANCISCO INTL ARPT,CA,CLIMB,NIGHT,50.0,150.0,0.0,I1102,GREAT BLUE HERON,1,NONE
2010,1,25,SWA,SOUTHWEST AIRLINES,B-737-300,KABQ,ALBUQUERQUE INTL SUNPORT,NM,TAKEOFF RUN,DAY,0.0,110.0,0.0,YH004,HORNED LARK,2-10,NONE
2010,1,26,UAL,UNITED AIRLINES,B-747-400,KIAD,WASHINGTON DULLES INTL ARPT,DC,TAKEOFF RUN,DAY,0.0,160.0,0.0,YL001,EUROPEAN STARLING,11-100,NONE
2010,1,26,BUS,BUSINESS,LEARJET-45,KMCI,KANSAS CITY INTL,MO,TAKEOFF RUN,DAY,0.0,115.0,0.0,K3302,RED-TAILED HAWK,1,NONE
2010,1,27,AAL,AMERICAN AIRLINES,MD-82,KRSW,SOUTHWEST FLORIDA INTL ARPT,FL,CLIMB,DAY,50.0,170.0,0.0,YI010,TREE SWALLOW,1,NONE
2010,1,27,SWA,SOUTHWEST AIRLINES,B-737-300,KRSW,SOUTHWEST FLORIDA INTL ARPT,FL,LANDING ROLL,DUSK,0.0,110.0,0.0,YI010,TREE SWALLOW,2-10,NONE
2010,1,27,ACA,AIR CANADA,A-320,KRSW,SOUTHWEST FLORIDA INTL ARPT,FL,LANDING ROLL,DUSK,0.0,130.0,0.0,YI010,TREE SWALLOW,1,NONE
2010,1,27,AAL,AMERICAN AIRLINES,MD-82,KDEN,DENVER INTL AIRPORT,CO,LANDING ROLL,DUSK,0.0,110.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,1,28,AAL,AMERICAN AIRLINES,MD-82,KDFW,DALLAS/FORT WORTH INTL ARPT,TX,LANDING ROLL,DAY,0.0,120.0,0.0,ZT000,MEADOWLARK,2-10,NONE
2010,1,28,SKW,SKYWEST AIRLINES,CRJ900,KSLC,SALT LAKE CITY INTL,UT,TAKEOFF RUN,DAY,0.0,140.0,0.0,YH004,HORNED LARK,1,NONE
2010,1,28,AWE,US AIRWAYS,A-319,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,NC,APPROACH,DAY,5.0,120.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE
2010,1,29,GLA,GREAT LAKES AIRLINES,BE-1900,KGCK,GARDEN CITY REGIONAL,KS,APPROACH,NIGHT,10.0,110.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,1,29,SWA,SOUTHWEST AIRLINES,B-737-300,KSMF,SACRAMENTO INTL,CA,CLIMB,DAY,50.0,130.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,1,30,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,APPROACH,DAY,3000.0,200.0,4.0,J2104,NORTHERN PINTAIL,2-10,NONE
2010,1,30,MKU,ISLAND AIR,DHC8 DASH 8,PHJH,KAPALUA ARPT,HI,LANDING ROLL,DAY,0.0,50.0,0.0,O2211,SPOTTED DOVE,2-10,NONE
2010,1,30,GFT,GULFSTREAM INTL AIRLINES,BE-1900,KFLL,FORT LAUDERDALE/HOLLYWOOD INTL,FL,TAKEOFF RUN,NIGHT,0.0,90.0,0.0,I1102,GREAT BLUE HERON,1,PRECAUTIONARY LANDING
2010,1,31,TCF,SHUTTLE AMERICA,EMB-170,KRDU,RALEIGH-DURHAM INTL,NC,APPROACH,NIGHT,1500.0,140.0,3.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE
2010,2,1,GOV,GOVERNMENT,C-210 CENTUR,KMWA,WILLIAMSON COUNTY REGIONAL,IL,APPROACH,DAY,5.0,80.0,0.0,ZZ201,HOUSE SPARROW,1,NONE
2010,2,1,BUS,BUSINESS,C-550,KSGJ,ST AUGUSTINE,FL,CLIMB,DAY,10.0,115.0,0.0,N5111,KILLDEER,11-100,PRECAUTIONARY LANDING
2010,2,1,SWA,SOUTHWEST AIRLINES,B-737-700,KMCO,ORLANDO INTL,FL,APPROACH,NIGHT,50.0,125.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,2,2,EGF,AMERICAN EAGLE AIRLINES,EMB-135,KSAN,SAN DIEGO INTL,CA,CLIMB,DUSK,20.0,160.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,2,3,1ASQ,ATLANTIC SOUTHEAST,CRJ100/200,KTYS,MC GHEE TYSON ARPT,TN,TAKEOFF RUN,DUSK,0.0,80.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,2,4,BUS,BUSINESS,LEARJET-45,KASG,SPRINGDALE MUNICIPAL ARPT,AR,CLIMB,DAY,50.0,150.0,0.0,NE104,RING-BILLED GULL,1,NONE
2010,2,4,SWA,SOUTHWEST AIRLINES,B-737-300,KHRL,VALLEY INTL,TX,CLIMB,DAY,10.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE
2010,2,5,ASH,MESA AIRLINES,CRJ100/200,KSBA,SANTA BARBARA MUNICIPAL,CA,APPROACH,DAY,5.0,110.0,0.0,N5111,KILLDEER,2-10,NONE
2010,2,5,JBU,JETBLUE AIRWAYS,EMB-190,KSMF,SACRAMENTO INTL,CA,LANDING ROLL,DAY,0.0,130.0,0.0,ZT002,WESTERN MEADOWLARK,1,NONE
2010,2,5,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,2000.0,180.0,6.0,J2136,CANVASBACK,1,NONE
2010,2,6,1ASQ,ATLANTIC SOUTHEAST,CRJ100/200,KBHM,BIRMINGHAM-SHUTTLESWORTH INTL,AL,APPROACH,DAY,20.0,140.0,0.0,ZT1,BLACKBIRD,1,NONE
2010,2,6,HAL,HAWAIIAN AIR,B-717-200,PHOG,KAHULUI ARPT,HI,TAKEOFF RUN,NIGHT,0.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,2,6,MKU,ISLAND AIR,DHC8 DASH 8,PHLI,LIHUE ARPT,HI,LANDING ROLL,NIGHT,0.0,80.0,0.0,R1101,BARN OWL,1,NONE
2010,2,7,1ASQ,ATLANTIC SOUTHEAST,CRJ100/200,KBQK,BRUNSWICK GOLDEN ISLES,GA,TAKEOFF RUN,DAWN,0.0,75.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,2,8,AAL,AMERICAN AIRLINES,B-737-800,KMIA,MIAMI INTL,FL,LANDING ROLL,DAY,0.0,65.0,0.0,I1301,CATTLE EGRET,2-10,OTHER
2010,2,9,BUS,BUSINESS,CHALLENGER 300,KILG,NEW CASTLE COUNTY,DE,TAKEOFF RUN,DAY,0.0,110.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,PRECAUTIONARY LANDING
2010,2,9,SKW,SKYWEST AIRLINES,CRJ700,KCOS,CITY OF COLORADO SPRINGS MUNI APRT,CO,CLIMB,DAY,20.0,130.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE
2010,2,9,SWA,SOUTHWEST AIRLINES,B-737-700,KHOU,WILLIAM P HOBBY ARPT,TX,APPROACH,NIGHT,400.0,135.0,1.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,2,10,FFT,FRONTIER AIRLINES,A-319,KDEN,DENVER INTL AIRPORT,CO,TAKEOFF RUN,DAY,0.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,2,10,SKW,SKYWEST AIRLINES,CRJ900,KIAH,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,TX,APPROACH,DUSK,5.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,2,12,MES,MESABA AIRLINES,CRJ900,KEWR,NEWARK LIBERTY INTL ARPT,NJ,TAKEOFF RUN,DAY,0.0,115.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,2,12,RBY,VISION AIRLINES,B-737-300,KPIE,ST. PETE-CLEARWATER INTL ARPT,FL,APPROACH,DAY,25.0,145.0,0.0,UNKBS,UNKNOWN SMALL BIRD,11-100,NONE
2010,2,12,JBU,JETBLUE AIRWAYS,EMB-190,KJFK,JOHN F KENNEDY INTL,NY,LANDING ROLL,DAY,0.0,120.0,0.0,YH004,HORNED LARK,1,NONE
2010,2,13,SWA,SOUTHWEST AIRLINES,B-737-700,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,APPROACH,DAY,1000.0,130.0,10.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE
2010,2,13,DAL,DELTA AIR LINES,A-319,KSMF,SACRAMENTO INTL,CA,TAKEOFF RUN,DAY,0.0,130.0,0.0,ZT002,WESTERN MEADOWLARK,2-10,NONE
2010,2,14,JBU,JETBLUE AIRWAYS,EMB-190,KJFK,JOHN F KENNEDY INTL,NY,TAKEOFF RUN,DAY,0.0,130.0,0.0,NE101,HERRING GULL,1,NONE
2010,2,15,SWA,SOUTHWEST AIRLINES,B-737-300,KMCO,ORLANDO INTL,FL,APPROACH,DAY,150.0,140.0,0.10000000099999999,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,2,15,NKS,SPIRIT AIRLINES,A-321,KFLL,FORT LAUDERDALE/HOLLYWOOD INTL,FL,CLIMB,DAY,1400.0,200.0,4.0,K1002,TURKEY VULTURE,1,PRECAUTIONARY LANDING
2010,2,16,SWA,SOUTHWEST AIRLINES,B-737-700,KBUR,BOB HOPE ARPT,CA,DESCENT,NIGHT,4000.0,210.0,25.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE
2010,2,16,AWE,US AIRWAYS,A-321,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,NC,LANDING ROLL,DAY,0.0,150.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,11-100,NONE
2010,2,17,JBU,JETBLUE AIRWAYS,EMB-190,KMCO,ORLANDO INTL,FL,TAKEOFF RUN,DAY,0.0,130.0,0.0,K1002,TURKEY VULTURE,1,NONE
2010,2,17,BUS,BUSINESS,HOMEBUILT,KHSD,SUNDANCE AIRPARK,OK,APPROACH,DAY,1100.0,135.0,7.0,J2204,CANADA GOOSE,2-10,PRECAUTIONARY LANDING
2010,2,17,UAL,UNITED AIRLINES,B-757-200,KSMF,SACRAMENTO INTL,CA,DESCENT,NIGHT,7000.0,250.0,21.0,ZT002,WESTERN MEADOWLARK,1,NONE
2010,2,18,PCM,WESTAIR,C-208,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,300.0,160.0,3.0,J2303,TUNDRA SWAN,1,OTHER
2010,2,18,BUS,BUSINESS,DA-2000,KABE,LEHIGH VALLEY INTL,PA,LANDING ROLL,DAY,0.0,120.0,0.0,YH004,HORNED LARK,2-10,NONE
2010,2,20,BUS,BUSINESS,CRJ100/200,KSLN,SALINA MUNICIPAL,KS,TAKEOFF RUN,DAY,0.0,180.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE
2010,2,21,AWE,US AIRWAYS,A-319,KRSW,SOUTHWEST FLORIDA INTL ARPT,FL,APPROACH,DAY,8.0,130.0,0.0,YI010,TREE SWALLOW,1,NONE
2010,2,21,SWA,SOUTHWEST AIRLINES,B-737-300,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,LANDING ROLL,DAY,0.0,130.0,0.0,NE1,GULL,1,NONE
2010,2,22,SWA,SOUTHWEST AIRLINES,B-737-500,KSMF,SACRAMENTO INTL,CA,TAKEOFF RUN,DAY,0.0,130.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,2,23,SWA,SOUTHWEST AIRLINES,B-737-300,KSTL,LAMBERT-ST LOUIS INTL,MO,APPROACH,DUSK,5.0,135.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE
2010,2,23,SWA,SOUTHWEST AIRLINES,B-737-700,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,APPROACH,DAY,30.0,125.0,0.0,NE1,GULL,1,NONE
2010,2,24,SWA,SOUTHWEST AIRLINES,B-737-700,KBNA,NASHVILLE INTL,TN,LANDING ROLL,DAY,0.0,130.0,0.0,ZT1,BLACKBIRD,2-10,NONE
2010,2,25,DAL,DELTA AIR LINES,B-757-300,KSFO,SAN FRANCISCO INTL ARPT,CA,CLIMB,DAY,100.0,140.0,0.0,NE1,GULL,1,NONE
2010,2,25,EGF,AMERICAN EAGLE AIRLINES,EMB-145,KCVG,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,LANDING ROLL,DAY,0.0,90.0,0.0,K3302,RED-TAILED HAWK,1,NONE
